,Unnamed: 0,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,Report_Date,Quarter_Revenue2022_3,Quarter_Operating_Profit2022_3,Quarter_Cashflow2022_3,Quarter_Earn2022_3,Quarter_Continue_Earn2022_3,Quarter_Percent_Operating_Profit2022_3,Quarter_Percent_Cashflow2022_3,Quarter_Percent_Earn2022_3,Quarter_Revenue2021_12,Quarter_Operating_Profit2021_12,Quarter_Cashflow2021_12,Quarter_Earn2021_12,Quarter_Continue_Earn2021_12,Quarter_Percent_Operating_Profit2021_12,Quarter_Percent_Cashflow2021_12,Quarter_Percent_Earn2021_12,Quarter_Full_EPS,Last_Revenue2021_3,Last_Operating_Profit2021_3,Last_Cashflow2021_3,Last_Earn2021_3,Last_Continue_Earn2021_3,Last_Percent_Operating_Profit2021_3,Last_Percent_Cashflow2021_3,Last_Percent_Earn2021_3,Last_Revenue2020_12,Last_Operating_Profit2020_12,Last_Cashflow2020_12,Last_Earn2020_12,Last_Continue_Earn2020_12,Last_Percent_Operating_Profit2020_12,Last_Percent_Cashflow2020_12,Last_Percent_Earn2020_12,Fake_Last_Full_EPS,Last_Full_Revenue,Last_Full_Operating_Profit,Last_Full_Cashflow,Last_Full_Earn,Real_Last_Full_EPS,Quarter_BPS,Last_Full_BPS,Quarter_ROA,Last_Full_ROA,QUARTER_ROE,LAST_FULL_ROE
104,104,366030,KOSDAQ,공구우먼,"섬유, 의복, 신발 및 가죽제품 소매업",플러스사이즈 여성용 의류 및 잡화,2022-03-23,12월,김주영,http://www.09women.net,경기도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,105,14200,KOSDAQ,광림,자동차용 엔진 및 자동차 제조업,"전기공사용 특수차량 및 중량물 운반용 크레인을 생산, 판매하는 제조업체",1993-07-07,12월,성석경,http://www.kanglim.com,충청북도,2022-05-16,46190054500.0,4171325023.0,1393489019.0,1026149772.0,0.0,9.03,3.02,2.22,66553300446.0,4950028495.0,15125031910.0,10478127844.0,0.0,7.44,22.73,15.74,52.0,34465604456.0,101577088.0,-2378377944.0,-241913372.0,0.0,0.29,-6.9,-0.7,46035289477.0,5201728043.0,14788379793.0,-12208305403.0,0.0,11.3,32.12,-26.52,-12.0,188434983966.0,11277961364.0,9903827990.0,-23012093089.0,-298.0,2056.0,1631.0,1.47,-8.56,2.53,-18.3
106,106,29480,KOSDAQ,광무,통신 및 방송 장비 제조업,"네트워크 통합사업,네트워크 장비, 光 전송장비, S/W 제조, 네트워크관리",1996-08-27,12월,"이상연, 이재영(각자 대표이사)",http://www.kdccorp.co.kr,서울특별시,2022-05-16,3123766170.0,-730954700.0,-1549645503.0,-1036825865.0,-1654006380.0,-23.4,-49.61,-33.19,7264389832.0,626706332.0,880035867.0,-2211930924.0,-2132551492.0,8.63,12.11,-30.45,-32.0,3830278166.0,-592319494.0,-964648433.0,-2122378683.0,-2202157345.0,-15.46,-25.18,-55.41,6494087589.0,-864477991.0,-5120162545.0,-9786328101.0,10064159884.0,-13.31,-78.84,-150.7,-68.0,18919929734.0,-724747537.0,-1066560925.0,-756724614.0,-6.0,600.0,426.0,-2.17,-0.73,-5.33,-1.48
107,107,26910,KOSDAQ,광진실업,1차 철강 제조업,마봉,1996-01-03,12월,"허유석, 허정도",http://www.kjsteel.co.kr,부산광역시,2022-05-13,13346234278.0,234199917.0,2318739626.0,131568763.0,0.0,1.75,17.37,0.99,11866742778.0,-878097112.0,506944792.0,-925827527.0,0.0,-7.4,4.27,-7.8,80.0,12290732145.0,528614199.0,-610866920.0,402318301.0,0.0,4.3,-4.97,3.27,11519957569.0,-526246328.0,367387290.0,-598661606.0,0.0,-4.57,3.19,-5.2,248.0,54585774335.0,1116268626.0,-2918731562.0,1156395325.0,180.0,3921.0,4053.0,0.9,2.73,2.04,4.45
108,108,53270,KOSDAQ,구영테크,자동차 신품 부품 제조업,엔진 브라켓(Engine Bracket) 등,2002-02-07,12월,이희화,http://www.guyoungtech.com,대구광역시,2022-05-13,59920961358.0,1682506110.0,49972180.0,1484756424.0,0.0,2.81,0.08,2.48,52880726589.0,1919561704.0,-260148034.0,564543064.0,0.0,3.63,-0.49,1.07,224.0,57347815446.0,1670290525.0,5278400941.0,2032450498.0,0.0,2.91,9.2,3.54,59231288864.0,4421621341.0,4698337882.0,2821252574.0,0.0,7.47,7.93,4.76,308.0,203398451836.0,3994765934.0,17241006210.0,3129413158.0,118.0,2996.0,2889.0,2.44,1.4,7.47,4.1
109,109,66620,KOSDAQ,국보디자인,실내건축 및 건축마무리 공사업,인테리어디자인,2002-09-05,12월,"황창연, 이영준 (각자 대표이사)",http://www.ikukbo.com,서울특별시,2022-05-16,79814360039.0,7276585277.0,-2090412529.0,5604653425.0,0.0,9.12,-2.62,7.02,91158602889.0,7335804620.0,9220193410.0,5813213565.0,0.0,8.05,10.11,6.38,2988.0,77835208031.0,8048468251.0,-24276037792.0,5480719698.0,0.0,10.34,-31.19,7.04,85030173239.0,10062610219.0,-2396128414.0,7258339229.0,0.0,11.83,-2.82,8.54,2920.0,323028432200.0,25746456454.0,12124009914.0,19541504067.0,2605.0,35549.0,30328.0,5.59,5.66,8.41,8.59
110,110,43650,KOSDAQ,국순당,알코올음료 제조업,탁주 및 약주,2000-08-24,12월,배상민,http://www.ksdb.co.kr,강원도,2022-05-16,19275415624.0,3372170495.0,4874126493.0,3728041389.0,0.0,17.49,25.29,19.34,17343643298.0,1366281257.0,2607227293.0,7932233325.0,0.0,7.88,15.03,45.74,832.0,15299373142.0,2232902095.0,4586905332.0,3536330164.0,0.0,14.59,29.98,23.11,13515219622.0,952019893.0,6437057599.0,10323144292.0,0.0,7.04,47.63,76.38,792.0,65221439846.0,8467426184.0,5759119225.0,21545268325.0,1206.0,14085.0,13596.0,5.28,8.06,5.91,8.87
111,111,6050,KOSDAQ,국영지앤엠,유리 및 유리제품 제조업,강화유리,1994-10-07,12월,최재원,http://www.kukyong.com,서울특별시,2022-05-16,12123437647.0,-197105327.0,-2519624072.0,-443007192.0,0.0,-1.63,-20.78,-3.65,10702612437.0,-4080109695.0,501105088.0,-2779256803.0,0.0,-38.12,4.68,-25.97,-48.0,15572684319.0,-1567704052.0,-1367246669.0,-1445693821.0,0.0,-10.07,-8.78,-9.28,16386647066.0,-1193123974.0,52422059.0,-733134720.0,0.0,-7.28,0.32,-4.47,-164.0,55030165959.0,-6739784124.0,-1777762136.0,-4860435655.0,-139.0,1230.0,1322.0,-2.61,-7.33,-3.9,-10.53
112,112,60480,KOSDAQ,국일신동,1차 비철금속 제조업,황동봉,2014-12-29,12월,"김연경,손장원 (각자대표)",http://www.kukilmetal.com,경기도,2022-05-13,9408202532.0,419393498.0,3624652696.0,529691265.0,0.0,4.46,38.53,5.63,8284272304.0,34779478.0,2201389998.0,107720609.0,0.0,0.42,26.57,1.3,188.0,7087735391.0,528023211.0,-413760751.0,429619763.0,0.0,7.45,-5.84,6.06,7042000211.0,554321799.0,533214929.0,559636626.0,0.0,7.87,7.57,7.95,152.0,28137778587.0,950586822.0,1921797427.0,867990172.0,78.0,4284.0,4284.0,3.86,1.64,4.39,1.83
113,113,78130,KOSDAQ,국일제지,기타 종이 및 판지 제품 제조업,"산업용 및 가정용 지류(강판간지, 다공지 등)",2004-10-22,12월,"이용호, 최우식 (각자 대표)",http://www.kukilpaper.co.kr,경기도,2022-05-16,30096825412.0,-1559450487.0,-7043464855.0,-2365526772.0,0.0,-5.18,-23.4,-7.86,29423085659.0,-3462253924.0,-1716855328.0,-3398574187.0,0.0,-11.77,-5.84,-11.55,-72.0,17611529333.0,-1724437434.0,-3158248844.0,-3077437448.0,0.0,-9.79,-17.93,-17.47,24853280175.0,191703161.0,4823251308.0,1384397447.0,0.0,0.77,19.41,5.57,-96.0,95450777784.0,-6274654866.0,-9904542481.0,-8235569552.0,-64.0,484.0,530.0,-6.19,-5.84,-14.85,-12.16
114,114,204020,KOSDAQ,그리티,봉제의복 제조업,"내의(원더브라, 플레이텍스, 미싱도로시, 르페)",2018-07-23,12월,문영우,http://www.gritees.com,서울특별시,2022-05-09,26626356630.0,356974177.0,-2492452036.0,142336611.0,0.0,1.34,-9.36,0.53,23021340154.0,-5027329809.0,-5451720279.0,-4653836113.0,0.0,-21.84,-23.68,-20.22,28.0,20448875622.0,-2413266637.0,-4968439697.0,-2217105295.0,0.0,-11.8,-24.3,-10.84,23050043411.0,-1080116760.0,-4893250509.0,-1096153299.0,0.0,-4.69,-21.23,-4.76,-440.0,108704667058.0,-7556310175.0,117234858.0,-6851196497.0,-340.0,3064.0,3305.0,0.66,-7.92,0.91,-10.29
115,115,186230,KOSDAQ,그린플러스,1차 비철금속 제조업,"첨단유리온실, 온실용자재설치공사, 알루미늄 압출/가공제품",2019-08-07,12월,박영환,http://www.greenplus.co.kr,충청남도,2022-05-09,19379478555.0,1615483044.0,-2255833764.0,1041852042.0,0.0,8.34,-11.64,5.38,23127590338.0,619830922.0,1992399530.0,-1145162462.0,0.0,2.68,8.61,-4.95,348.0,18827786457.0,1849116213.0,-1578050765.0,1735140757.0,0.0,9.82,-8.38,9.22,18513203822.0,1605200528.0,978277510.0,-3702853763.0,0.0,8.67,5.28,-20.0,584.0,83237751431.0,5095574901.0,-950615737.0,-4044435429.0,-341.0,6233.0,5128.0,3.55,-3.98,5.58,-6.65
116,116,900070,KOSDAQ,글로벌에스엠,기타 금융업,"자회사 제품 : IT기기용 정밀 화스너부품(스크류, 샤프트, 스프링)",2009-12-23,12월,나윤복,http://www.globalsmtech.com,케이맨 제도,2022-05-26,168114366.0,8746141.0,11202659.0,1009848.0,0.0,5.2,6.66,0.6,149374300.0,7695704.0,22729651.0,-4374672.0,0.0,5.15,15.22,-2.93,0.0,170353207.0,15678904.0,13104201.0,6222161.0,0.0,9.2,7.69,3.65,176798269.0,21589614.0,23750401.0,13655156.0,0.0,12.21,13.43,7.72,0.0,667561818.0,49621205.0,51885747.0,5124717.0,0.0,10.0,10.0,0.0,0.65,0.0,0.89
117,117,19660,KOSDAQ,글로본,상품 종합 도매업,화장품 외,1992-06-04,12월,한상호,http://www.globon.co.kr,서울특별시,2022-05-16,4023243127.0,-2113170609.0,-1309963161.0,-1984517696.0,-2448616764.0,-52.52,-32.56,-49.33,2665327996.0,-885643265.0,66998513.0,-4971262999.0,-8014170808.0,-33.23,2.51,-186.52,-232.0,783926584.0,-1780118087.0,-405410964.0,-2049441781.0,-2049441781.0,-227.08,-51.72,-261.43,-14853846.0,-1198789302.0,-816080707.0,-1200410807.0,-8014170808.0,8070.57,5494.07,8081.48,-240.0,5178622017.0,-7354869387.0,-1511264128.0,-12271241459.0,-360.0,400.0,525.0,-28.43,-19.47,-57.98,-68.57
118,118,53260,KOSDAQ,금강철강,1차 철강 제조업,"냉연압연강판, 산세코일",2002-01-04,12월,"주광남, 주성호(각자 대표)",http://www.kksteel.co.kr,서울특별시,2022-05-16,62662872393.0,1685018740.0,1338554723.0,1746956512.0,0.0,2.69,2.14,2.79,59120598214.0,1581686207.0,-1153589852.0,1556589078.0,0.0,2.68,-1.95,2.63,372.0,58580903470.0,2326027151.0,295189652.0,2654917558.0,0.0,3.97,0.5,4.53,51012447602.0,1157603900.0,970932334.0,-354373885.0,0.0,2.27,1.9,-0.69,564.0,236219889560.0,9069143627.0,13629517814.0,10224814179.0,546.0,6431.0,6387.0,4.26,6.78,5.78,8.55
119,119,36190,KOSDAQ,금화피에스시,전기 및 통신 공사업,"설비,철물,전기,강구조물",2000-12-26,12월,"김성기,김경태(각자대표)",http://www.geumhwa.co.kr,서울특별시,2022-05-13,49084066900.0,3495890242.0,-117784186.0,4135403451.0,0.0,7.12,-0.24,8.43,53380562325.0,-2513689395.0,-4474667482.0,-1282830096.0,0.0,-4.71,-8.38,-2.4,2756.0,56362648024.0,3942759579.0,1704679162.0,4902511591.0,0.0,7.0,3.02,8.7,54884750719.0,1767102550.0,-11969229325.0,7075321207.0,0.0,3.22,-21.81,12.89,3268.0,238745391815.0,25617281491.0,17059507352.0,23146920146.0,3858.0,44998.0,45735.0,5.33,7.52,6.12,8.44
120,120,49080,KOSDAQ,기가레인,특수 목적용 기계 제조업,RF통신부품 및 반도체 장비,2013-12-19,12월,최인권,http://www.gigalane.com,경기도,2022-05-16,12079087479.0,-2621708861.0,603746887.0,-2210598692.0,0.0,-21.7,5.0,-18.3,14307210102.0,-1872306746.0,6225387263.0,-1957706219.0,-1957321396.0,-13.09,43.51,-13.68,-108.0,14779546279.0,-604232312.0,-1643236352.0,-397082156.0,0.0,-4.09,-11.12,-2.69,11684521011.0,-7058884965.0,1173750485.0,-13799704556.0,14898177864.0,-60.41,10.05,-118.1,-16.0,71623429312.0,4099278921.0,10379401392.0,3727094660.0,46.0,728.0,780.0,-9.34,3.77,-14.82,5.99
121,121,35460,KOSDAQ,기산텔레콤,통신 및 방송 장비 제조업,"광모듈, 에코 켄슬러, 중계기, VoIP Server등",1999-11-18,12월,박병기,http://www.kisantel.co.kr,서울특별시,2022-05-16,4369960194.0,-1011970517.0,-5305502915.0,-1031431519.0,0.0,-23.16,-121.41,-23.6,23641423756.0,969332972.0,1133869446.0,723796093.0,0.0,4.1,4.8,3.06,-280.0,7075862102.0,-2473629135.0,-3424045757.0,-2377513060.0,0.0,-34.96,-48.39,-33.6,29676212238.0,915259156.0,4089432784.0,382668170.0,0.0,3.08,13.78,1.29,-652.0,61875159635.0,-992643976.0,1309335501.0,-1155283529.0,-79.0,2372.0,2365.0,-5.9,-1.64,-11.8,-3.35
122,122,308100,KOSDAQ,까스텔바작,"섬유, 의복, 신발 및 가죽제품 소매업",골프의류 및 골프잡화,2019-06-10,12월,최준호,http://www.castelbajac.com,서울특별시,2022-05-16,18852906838.0,-1407176829.0,3918965801.0,-1874536403.0,0.0,-7.46,20.79,-9.94,28145370292.0,-5512501288.0,-2461580409.0,-6187607610.0,0.0,-19.59,-8.75,-21.98,-1136.0,12695675901.0,466300580.0,-769781539.0,529504680.0,0.0,3.67,-6.06,4.17,20297676737.0,1866030954.0,82765687.0,186255252.0,0.0,9.19,0.41,0.92,320.0,74674920153.0,-4335357280.0,505620989.0,-6731063155.0,-1020.0,9055.0,10609.0,-7.28,-5.8,-12.54,-9.62
123,123,187790,KOSDAQ,나노,기초 화학물질 제조업,SCR촉매,2014-05-08,12월,신동우,http://nanoin.com,경상북도,2022-05-13,8561302604.0,128889698.0,3154823426.0,-187269795.0,-187269795.0,1.51,36.85,-2.19,18006470488.0,401611074.0,810525263.0,-4885732287.0,-4885732287.0,2.23,4.5,-27.13,-24.0,9691281766.0,-480220578.0,-670662582.0,-462097603.0,-462097603.0,-4.96,-6.92,-4.77,17411359360.0,-407194533.0,8904531407.0,-1455487764.0,-12882908137.0,-2.34,51.14,-8.36,-68.0,51270341352.0,876675222.0,1152746731.0,-15263992932.0,-563.0,1117.0,1286.0,-0.9,-21.48,-2.15,-43.82
124,124,286750,KOSDAQ,나노브릭,기초 화학물질 제조업,"보안응용제품(M-tag 및 M-pac), 보안소재제품(M-secuprint)",2019-08-19,12월,주재현,http://www.nanobrick.co.kr,경기도,2022-05-13,1381442145.0,-827629318.0,-1182074275.0,-1028487231.0,0.0,-59.91,-85.57,-74.45,1890005772.0,-542089506.0,-920847108.0,-1649779474.0,0.0,-28.68,-48.72,-87.29,-200.0,1581685617.0,4617603.0,-463586325.0,39817594.0,0.0,0.29,-29.31,2.52,1872827473.0,239011399.0,2071988636.0,180454944.0,0.0,12.76,110.63,9.64,4.0,7004484412.0,-1635040163.0,-2886911734.0,-2824300484.0,-137.0,476.0,606.0,-12.38,-8.56,-41.97,-22.76
125,125,151910,KOSDAQ,나노스,전자부품 제조업,"Blue Filter, IR Filter, Camera Module",2012-08-02,12월,양선길,http://www.nanosm.com,경기도,2022-05-16,14673471494.0,1278021795.0,297788511.0,706978443.0,0.0,8.71,2.03,4.82,13294983846.0,-1589024743.0,5342996515.0,-25551455728.0,0.0,-11.95,40.19,-192.19,12.0,13022327860.0,-647199949.0,-2247726673.0,618036139.0,0.0,-4.97,-17.26,4.75,12480528566.0,1147363674.0,2703437280.0,-1166306362.0,0.0,9.19,21.66,-9.35,12.0,51482022625.0,-2869101158.0,5068965501.0,-27546386678.0,-155.0,247.0,182.0,1.89,-25.41,4.86,-85.26
126,126,121600,KOSDAQ,나노신소재,기타 화학제품 제조업,"인듐계 산화물 TCO Target, 반도체 CMP Slurry 등",2011-02-09,12월,박장우,http://anapro.com,세종특별자치시,2022-05-12,18831155646.0,3686204730.0,4287719014.0,3925847609.0,0.0,19.58,22.77,20.85,15501905737.0,1597388649.0,2583610613.0,1195947602.0,0.0,10.3,16.67,7.71,1436.0,14644275641.0,1342175665.0,-102233740.0,2276082444.0,0.0,9.17,-0.7,15.54,14406029751.0,205615735.0,644820113.0,592413628.0,0.0,1.43,4.48,4.11,832.0,61068879919.0,5721638898.0,10600692726.0,7429567940.0,681.0,9565.0,9150.0,12.13,6.13,15.01,7.44
127,127,247660,KOSDAQ,나노씨엠에스,전자부품 제조업,"근적외선 흡수/반사 안료, 자외선 유기형광 안료, 적외선 발광체",2021-03-09,12월,김시석,http://www.nanocms.co.kr,충청남도,2022-05-10,2950041935.0,715153743.0,680821828.0,505899431.0,0.0,24.24,23.08,17.15,742014767.0,-524318140.0,-1063075134.0,2210830250.0,0.0,-70.66,-143.27,297.95,468.0,2085525492.0,575562085.0,553325861.0,-1947383057.0,0.0,27.6,26.53,-93.38,281003558.0,-723275192.0,-1274380882.0,-3467882528.0,0.0,-257.39,-453.51,-1234.11,-1816.0,4083262579.0,-982579241.0,-1768598480.0,-686778001.0,-160.0,7789.0,7090.0,2.91,-1.34,6.01,-2.26
128,128,39860,KOSDAQ,나노엔텍,의료용 기기 제조업,의료기기 및 실험기기,2000-08-16,12월,정찬일,http://www.nanoentek.com,서울특별시,2022-05-16,9988854008.0,1685040556.0,3167906747.0,1880019987.0,0.0,16.87,31.71,18.82,10424420543.0,1751207489.0,913275972.0,1268913273.0,0.0,16.8,8.76,12.17,280.0,11271127516.0,2142448186.0,2120491304.0,3172942880.0,0.0,19.01,18.81,28.15,10747117924.0,1565594303.0,-412186515.0,892550849.0,0.0,14.57,-3.84,8.31,472.0,35784197910.0,5236289176.0,9289920506.0,7320536717.0,273.0,2064.0,1954.0,10.8,11.72,13.57,13.99
129,129,91970,KOSDAQ,나노캠텍,플라스틱제품 제조업,투명전도성관련제품,2007-01-30,12월,원재석,http://www.nanosbiz.com,경기도,2022-05-16,13933228106.0,-222264679.0,-3751128059.0,-51358273.0,-53154559.0,-1.6,-26.92,-0.37,15051310989.0,-651259906.0,-1541200592.0,-3485299769.0,-3490930076.0,-4.33,-10.24,-23.16,-4.0,10088133532.0,410416548.0,1719065763.0,1328664896.0,1308116964.0,4.07,17.04,13.17,11198283411.0,-296078565.0,-899214281.0,-3930329774.0,-15179301141.0,-2.64,-8.03,-35.1,188.0,47065982998.0,-10485419926.0,3773809813.0,-13843723508.0,-493.0,1479.0,1605.0,-0.13,-17.13,-0.27,-30.71
130,130,51490,KOSDAQ,나라엠앤디,특수 목적용 기계 제조업,"금형,사출 및 판금부품",2001-06-12,12월,김영조,http://www.naramnd.com,경상남도,2022-05-13,48891743569.0,2082863877.0,1604960848.0,1901123271.0,0.0,4.26,3.28,3.89,54743614533.0,1999473407.0,3572614118.0,-521326139.0,0.0,3.65,6.53,-0.95,532.0,47527088175.0,2334581239.0,2259344750.0,2206749230.0,0.0,4.91,4.75,4.64,58380781837.0,48361609.0,2229275472.0,-777028858.0,0.0,0.08,3.82,-1.33,620.0,194746862228.0,5852991266.0,12274203591.0,3612428739.0,254.0,6345.0,6220.0,3.22,1.58,8.38,4.09
131,131,137080,KOSDAQ,나래나노텍,특수 목적용 기계 제조업,"디스플레이 장비 (포토, 코팅, 모듈 장비)",2022-02-08,12월,정좌진,http://www.naraenano.co.kr,경기도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,132,190510,KOSDAQ,나무가,전자부품 제조업,"스마트폰 카메라모듈, 노트북 카메라모듈",2015-11-12,12월,원태연,http://www.namuga.co.kr,경기도,2022-05-16,175603593312.0,11908834503.0,33126630417.0,11322824710.0,0.0,6.78,18.86,6.45,115412721488.0,5773090059.0,-23125288927.0,-5920602184.0,15989540360.0,5.0,-20.04,-5.13,3292.0,168147287914.0,7817085098.0,18576088070.0,9964388050.0,0.0,4.65,11.05,5.93,128338985376.0,542614720.0,-37379689165.0,-5028525891.0,15989540360.0,0.42,-29.13,-3.92,2900.0,502902887746.0,22967486098.0,23869531636.0,15989540360.0,1163.0,4648.0,4156.0,21.15,9.21,70.81,27.99
133,133,242040,KOSDAQ,나무기술,소프트웨어 개발 및 공급업,응용소프트웨어 개발 및 공급업,2016-09-07,12월,정철,http://namutech.co.kr,서울특별시,2022-05-13,23757675433.0,-1483235793.0,-1607475240.0,-1016400632.0,0.0,-6.24,-6.77,-4.28,36519502166.0,-997566395.0,3722839911.0,-1170827696.0,0.0,-2.73,10.19,-3.21,-116.0,17753502501.0,1435192785.0,-21333393.0,1041189170.0,0.0,8.08,-0.12,5.86,38908659984.0,1334337083.0,-732819661.0,1698245739.0,0.0,3.43,-1.88,4.36,120.0,94465709977.0,1077187761.0,3751531808.0,-657855398.0,-19.0,1167.0,1217.0,-4.04,-0.77,-9.94,-1.58
134,134,89600,KOSDAQ,나스미디어,광고업,광고매체 판매,2013-07-17,12월,박평권,http://www.nasmedia.co.kr,서울특별시,2022-05-16,32558328097.0,6918557305.0,-20994818444.0,4993959705.0,0.0,21.25,-64.48,15.34,36333319030.0,10693289477.0,27181442631.0,8055385937.0,0.0,29.43,74.81,22.17,1892.0,27446919932.0,6002982912.0,-2474878405.0,5083806172.0,0.0,21.87,-9.02,18.52,31972706182.0,10526806645.0,21233412284.0,8323544095.0,0.0,32.92,66.41,26.03,1928.0,124160713120.0,32875303239.0,44499978418.0,26149203599.0,2481.0,21785.0,21043.0,3.72,5.33,8.68,11.79
135,135,293580,KOSDAQ,나우IB,기타 금융업,"투자조합, PEF 결성 및 투자",2018-10-04,12월,이승원,http://www.nauib.com,서울특별시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,136,130580,KOSDAQ,나이스디앤비,기타 사업지원 서비스업,기업신용조사 보고서,2011-12-22,12월,강용구,http://www.nicednb.com,서울특별시,2022-05-16,19885632591.0,2350061423.0,-5523265486.0,2009218353.0,0.0,11.82,-27.78,10.1,21171007791.0,2611822169.0,9361610113.0,1854266608.0,0.0,12.34,44.22,8.76,520.0,20811824148.0,3776843414.0,-3612246899.0,3147404842.0,0.0,18.15,-17.36,15.12,18797528511.0,1871051186.0,5982042937.0,487061546.0,0.0,9.95,31.82,2.59,816.0,88684390851.0,16937263600.0,19313694720.0,13284106321.0,862.0,5185.0,5153.0,7.68,12.84,10.03,16.74
137,137,36800,KOSDAQ,나이스정보통신,전기 통신업,카드 VAN사업,2000-05-03,12월,김용국,http://www.nicevan.co.kr,서울특별시,2022-05-13,176350186825.0,10703250578.0,-12982435751.0,8332465669.0,0.0,6.07,-7.36,4.72,181388262328.0,13469955136.0,1920843288.0,12957898786.0,12957898787.0,7.43,1.06,7.14,3328.0,153842771375.0,9228081470.0,-16309853977.0,8027403898.0,0.0,6.0,-10.6,5.22,138620755939.0,9796511138.0,76943536709.0,-7851882323.0,19337488348.0,7.07,55.51,-5.66,3204.0,670455156708.0,46822537909.0,60175648595.0,39797073893.0,3975.0,29340.0,27738.0,4.26,4.85,11.34,14.33
138,138,267320,KOSDAQ,나인테크,특수 목적용 기계 제조업,이차전지 제조 장비,2017-06-22,12월,박근노,http://www.naintec.co.kr,경기도,2022-05-16,25435941087.0,1186352013.0,-2994590103.0,516534769.0,0.0,4.66,-11.77,2.03,7992451085.0,-2288567907.0,-3079607250.0,-1635799714.0,0.0,-28.63,-38.53,-20.47,52.0,27187018190.0,621638127.0,-6833251447.0,591387240.0,0.0,2.29,-25.13,2.18,13560259402.0,7597000.0,1385006186.0,-758768899.0,0.0,0.06,10.21,-5.6,60.0,63080213450.0,-7633905148.0,-8555594675.0,-5897271116.0,-149.0,754.0,651.0,1.82,-7.2,6.9,-22.98
139,139,111710,KOSDAQ,남화산업,스포츠 서비스업,골프장 서비스,2018-11-29,12월,"최재훈, 최영곤 (공동대표이사)",http://www.muangc.co.kr,전라남도,2022-05-13,5307885451.0,2918451424.0,1755344148.0,3095318892.0,0.0,54.98,33.07,58.32,6594574549.0,2980187994.0,3183405963.0,1912779831.0,0.0,45.19,48.27,29.01,600.0,4078560454.0,1899722286.0,1662432274.0,1908848751.0,0.0,46.58,40.76,46.8,5685098640.0,3011563793.0,3362890553.0,2138596884.0,0.0,52.97,59.15,37.62,368.0,25893224088.0,13828657220.0,15538623249.0,13736701601.0,667.0,7437.0,7376.0,7.16,8.23,8.07,9.04
140,140,91590,KOSDAQ,남화토건,건물 건설업,"건축공사, 토목공사",2012-01-31,12월,"최상준, 최재훈",http://www.namhwaconst.co.kr,전라남도,2022-05-13,18450822119.0,329972006.0,3136726966.0,1358231654.0,0.0,1.79,17.0,7.36,29099437525.0,4035565017.0,3717135167.0,3297366009.0,0.0,13.87,12.77,11.33,460.0,22648995625.0,1451721936.0,7121218172.0,1910268370.0,0.0,6.41,31.44,8.43,23501004451.0,1533816575.0,2330667866.0,1837083177.0,0.0,6.53,9.92,7.82,648.0,109139618545.0,8825826352.0,-3328664734.0,12680668500.0,1080.0,13459.0,13190.0,2.84,6.9,3.42,8.19
141,141,168330,KOSDAQ,내츄럴엔도텍,자연과학 및 공학 연구개발업,"백수오 여성호르몬제, 백수오등복합추출물(원료)",2013-10-31,12월,김희도,http://www.naturalendo.com,경기도,2022-05-13,2617533695.0,-2174995111.0,-2075840164.0,-2180932453.0,0.0,-83.09,-79.31,-83.32,1732420455.0,-4011386219.0,-2139974537.0,-4873302678.0,0.0,-231.55,-123.53,-281.3,-276.0,5094863673.0,-365879060.0,-1647581165.0,-617682640.0,0.0,-7.18,-32.34,-12.12,4522414952.0,-36961301.0,906552725.0,-1949035363.0,0.0,-0.82,20.05,-43.1,-76.0,14695674000.0,-5911974815.0,-3893049929.0,-6989131350.0,-224.0,1322.0,1455.0,-18.71,-13.77,-20.87,-15.41
142,142,94860,KOSDAQ,네오리진,소프트웨어 개발 및 공급업,네트워크장비공급및인터넷트래픽솔루션,2007-04-16,12월,리지앙(Li Jiang),http://www.kornicglory.co.kr,서울특별시,2022-05-13,5112087136.0,-741187421.0,-3273003876.0,-838085172.0,0.0,-14.5,-64.02,-16.39,6217467511.0,-838879500.0,-1172290025.0,-560344861.0,0.0,-13.49,-18.85,-9.01,-32.0,4055343507.0,-91697124.0,380420111.0,-85191911.0,0.0,-2.26,9.38,-2.1,2432662212.0,-562116119.0,-1922065380.0,-742743169.0,0.0,-23.11,-79.01,-30.53,0.0,20645100318.0,-2455105448.0,-1950019461.0,-2035253366.0,-20.0,621.0,422.0,-4.48,-3.88,-5.15,-4.83
143,143,253590,KOSDAQ,네오셈,특수 목적용 기계 제조업,반도체 검사장비,2018-04-04,12월,염동현,http://www.neosem.com,경기도,2022-05-13,9866179680.0,1313853174.0,5507925412.0,1561763429.0,0.0,13.32,55.83,15.83,20337656477.0,8262032106.0,648327217.0,7238427305.0,0.0,40.62,3.19,35.59,164.0,4684716492.0,-2102863923.0,2418864021.0,-827790410.0,0.0,-44.89,51.63,-17.67,11648293518.0,1224627461.0,6224409804.0,-666074363.0,0.0,10.51,53.44,-5.72,-84.0,37176448111.0,4848985780.0,-4574132953.0,5644203049.0,149.0,1586.0,1351.0,6.59,6.35,10.34,11.08
