,Unnamed: 0,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,Report_Date,Quarter_Revenue2022_3,Quarter_Operating_Profit2022_3,Quarter_Cashflow2022_3,Quarter_Earn2022_3,Quarter_Continue_Earn2022_3,Quarter_Percent_Operating_Profit2022_3,Quarter_Percent_Cashflow2022_3,Quarter_Percent_Earn2022_3,Quarter_Revenue2021_12,Quarter_Operating_Profit2021_12,Quarter_Cashflow2021_12,Quarter_Earn2021_12,Quarter_Continue_Earn2021_12,Quarter_Percent_Operating_Profit2021_12,Quarter_Percent_Cashflow2021_12,Quarter_Percent_Earn2021_12,Quarter_Full_EPS,Last_Revenue2021_3,Last_Operating_Profit2021_3,Last_Cashflow2021_3,Last_Earn2021_3,Last_Continue_Earn2021_3,Last_Percent_Operating_Profit2021_3,Last_Percent_Cashflow2021_3,Last_Percent_Earn2021_3,Last_Revenue2020_12,Last_Operating_Profit2020_12,Last_Cashflow2020_12,Last_Earn2020_12,Last_Continue_Earn2020_12,Last_Percent_Operating_Profit2020_12,Last_Percent_Cashflow2020_12,Last_Percent_Earn2020_12,Fake_Last_Full_EPS,Last_Full_Revenue,Last_Full_Operating_Profit,Last_Full_Cashflow,Last_Full_Earn,Real_Last_Full_EPS,Quarter_BPS,Last_Full_BPS,Quarter_ROA,Last_Full_ROA,QUARTER_ROE,LAST_FULL_ROE
1034,1034,122310,KOSDAQ,제노레이,의료용 기기 제조업,의료용 방사선 진단기기,2018-05-28,12월,박병욱,http://www.genoray.com,경기도,2022-05-12,18716653639.0,3430183111.0,3840596542.0,3015291890.0,0.0,18.33,20.52,16.11,25876384479.0,5927369859.0,7124404468.0,5166142568.0,0.0,22.91,27.53,19.96,828.0,14364330606.0,2197006911.0,2935103825.0,2593220236.0,0.0,15.29,20.43,18.05,16087551693.0,2366895075.0,3643789165.0,1900395117.0,0.0,14.71,22.65,11.81,712.0,74290405220.0,14967736890.0,15383290587.0,14322855375.0,983.0,5689.0,5414.0,11.09,14.41,14.55,18.17
1035,1035,361390,KOSDAQ,제노코,통신 및 방송 장비 제조업,"위성탑재체, 위성운용국, 항공전자 등",2021-03-24,12월,유태삼,http://www.genohco.com,경기도,2022-05-12,13691260152.0,802999689.0,8535150689.0,630208976.0,630208976.0,5.87,62.34,4.6,13476299715.0,1026861508.0,-1648388707.0,3015071369.0,3015071369.0,7.62,-12.23,22.37,336.0,10625834205.0,653604244.0,-5887240826.0,634622161.0,634622161.0,6.15,-55.4,5.97,9699323825.0,857229175.0,-3351934021.0,478347234.0,4631224916.0,8.84,-34.56,4.93,336.0,45639344424.0,4284777299.0,26611442.0,5843873560.0,779.0,4623.0,4160.0,3.51,9.26,7.27,18.73
1036,1036,187420,KOSDAQ,제노포커스,기초 의약물질 및 생물학적 제제 제조업,산업용 효소,2015-05-29,12월,김의중,http://www.genofocus.com,대전광역시,2022-05-16,6047830165.0,-1343408375.0,-1347172971.0,-2325794487.0,0.0,-22.21,-22.28,-38.46,7272348746.0,-1154224680.0,-1477977267.0,-5727888501.0,0.0,-15.87,-20.32,-78.76,-412.0,5494861259.0,8409138.0,-354503892.0,-920525894.0,0.0,0.15,-6.45,-16.75,4319972847.0,-2909626492.0,-2920278962.0,-9334008097.0,0.0,-67.35,-67.6,-216.07,-160.0,25873630109.0,-3834264355.0,-2390460649.0,-6816592071.0,-302.0,1283.0,1724.0,-7.34,-5.75,-32.1,-17.57
1037,1037,225220,KOSDAQ,제놀루션,기초 의약물질 및 생물학적 제제 제조업,"핵산추출기기 및 시약, RNAi 사업 등",2020-07-24,12월,김기옥,http://genolution.co.kr,서울특별시,2022-05-11,24629739634.0,15292610474.0,8524504756.0,12263506370.0,0.0,62.09,34.61,49.79,17604125587.0,8090757154.0,960761827.0,6817415815.0,0.0,45.96,5.46,38.73,5124.0,20839966804.0,13211853563.0,7850679066.0,11487367259.0,0.0,63.4,37.67,55.12,34559818300.0,22092983484.0,18497834479.0,14923137291.0,0.0,63.93,53.52,43.18,4800.0,72834041419.0,41281483602.0,25732375704.0,34394097081.0,3595.0,9592.0,8593.0,47.42,36.23,53.41,41.84
1038,1038,123330,KOSDAQ,제닉,기타 화학제품 제조업,"하이드로겔 마스크 팩, 기타화장품",2011-08-03,12월,허남,http://genic21.com,경기도,2022-05-12,7805195265.0,-2551904330.0,37608363.0,-2345049897.0,0.0,-32.69,0.48,-30.04,8537778122.0,-2749642351.0,1079189815.0,-2861607650.0,0.0,-32.21,12.64,-33.52,-1336.0,10364781295.0,337758506.0,2319041964.0,-2671876.0,0.0,3.26,22.37,-0.03,9975022306.0,-68668596.0,-1013860875.0,-914724753.0,0.0,-0.69,-10.16,-9.17,0.0,38408413629.0,-3943884181.0,2569966710.0,-4330612246.0,-618.0,2031.0,2756.0,-31.26,-9.54,-65.78,-22.44
1039,1039,159580,KOSDAQ,제로투세븐,생활용품 도매업,유아동복 및 용품,2013-02-19,12월,"김정민, 이충하 (각자 대표이사)",http://www.0to7.com,서울특별시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,1040,147830,KOSDAQ,제룡산업,"구조용 금속제품, 탱크 및 증기발생기 제조업",송배전 금구류 및 합성수지 제품,2012-02-13,12월,박종태,http://www.cheryong.co.kr,서울특별시,2022-05-13,7691179065.0,632619206.0,-2593149727.0,756600006.0,0.0,8.23,-33.72,9.84,9131436407.0,991419279.0,1190355569.0,1382282692.0,0.0,10.86,13.04,15.14,148.0,5312674132.0,592645567.0,430603684.0,691524726.0,0.0,11.16,8.11,13.02,7631037965.0,619278438.0,504040143.0,784343031.0,0.0,8.12,6.61,10.28,136.0,37415966099.0,6802717740.0,6128838101.0,7537423597.0,376.0,3384.0,3377.0,3.87,10.23,4.37,11.16
1041,1041,33100,KOSDAQ,제룡전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","송배전용금구류,변압기",1997-08-18,12월,박종태,http://www.cheryong.co.kr,서울특별시,2022-05-13,9569391845.0,-744560601.0,-6096816319.0,-466008147.0,0.0,-7.78,-63.71,-4.87,14053221352.0,507665872.0,1322228852.0,491024079.0,0.0,3.61,9.41,3.49,-116.0,9885702158.0,-325165892.0,1502022571.0,138836173.0,0.0,-3.29,15.19,1.4,13331561505.0,1261221574.0,1410905991.0,992138344.0,0.0,9.46,10.58,7.44,32.0,48783124675.0,117080075.0,7461200303.0,1173473287.0,73.0,3634.0,3682.0,-2.43,1.52,-3.19,1.98
1042,1042,79370,KOSDAQ,제우스,특수 목적용 기계 제조업,LCD제조용장비,2006-02-01,12월,이종우,http://www.globalzeus.com,경기도,2022-05-16,101649225558.0,2758689667.0,13734571023.0,-94493546.0,0.0,2.71,13.51,-0.09,116559788045.0,10987964574.0,-25187941582.0,4035034011.0,0.0,9.43,-21.61,3.46,-36.0,76993245743.0,989481667.0,6523256492.0,115024543.0,0.0,1.29,8.47,0.15,87051700272.0,4301861117.0,6958973402.0,4990361890.0,0.0,4.94,7.99,5.73,44.0,400762249538.0,24914149736.0,31143137094.0,15988115961.0,1539.0,24427.0,24515.0,-0.06,3.0,-0.15,6.28
1043,1043,54950,KOSDAQ,제이브이엠,일반 목적용 기계 제조업,"전자동 정제,분류 및 포장시스템",2006-06-07,12월,이용희,http://www.myjvm.com,대구광역시,2022-05-13,31515473269.0,4431945071.0,6594429191.0,3652144202.0,0.0,14.06,20.92,11.59,34331312982.0,4012354695.0,8759910772.0,382016588.0,0.0,11.69,25.52,1.11,1208.0,23850433544.0,1625346191.0,6922784725.0,1849336768.0,0.0,6.81,29.03,7.75,30482522696.0,5837833279.0,4416566959.0,2996736132.0,0.0,19.15,14.49,9.83,608.0,115826299716.0,12494617124.0,26086671954.0,8950514043.0,740.0,11986.0,11867.0,6.64,4.24,10.08,6.24
1044,1044,90470,KOSDAQ,제이스텍,특수 목적용 기계 제조업,기계장비(디스플레이장비),2007-01-10,12월,"정재송, 최기열, 김두열 (각자 대표이사)",http://www.astjetec.co.kr,충청남도,2022-05-12,27980201092.0,2878741046.0,17518730952.0,2150205387.0,0.0,10.29,62.61,7.68,17060965348.0,12407984.0,9378586665.0,-596798699.0,0.0,0.07,54.97,-3.5,588.0,24178231242.0,51091643.0,-5165878292.0,891056463.0,0.0,0.21,-21.37,3.69,17900763336.0,-4186894276.0,5917469396.0,-8209344259.0,0.0,-23.39,33.06,-45.86,244.0,81838114605.0,-1484326586.0,7419001688.0,6116663016.0,418.0,8599.0,8362.0,5.01,3.81,6.84,5.01
1045,1045,287410,KOSDAQ,제이시스메디칼,의료용 기기 제조업,미용의료기기,2018-05-08,12월,강동환,http://www.jeisys.com/,서울특별시,2022-05-11,25334283272.0,8548775352.0,3780560238.0,6550559464.0,0.0,33.74,14.92,25.86,22392096987.0,6686362627.0,7181277730.0,8074420420.0,0.0,29.86,32.07,36.06,364.0,17257828940.0,4932577259.0,2220065269.0,-6303094912.0,0.0,28.58,12.86,-36.52,12345532888.0,1941676176.0,2554073783.0,1481435878.0,0.0,15.73,20.69,12.0,-352.0,81295998521.0,23604476126.0,20300992094.0,13591582895.0,190.0,963.0,668.0,25.75,18.35,37.79,28.52
1046,1046,137950,KOSDAQ,제이씨케미칼,기타 화학제품 제조업,"바이오디젤, 바이오중유 등",2011-08-08,12월,이종응,http://www.jcchemical.co.kr,울산광역시,2022-05-13,85683976330.0,4693395718.0,10513915674.0,3935308682.0,0.0,5.48,12.27,4.59,89921835381.0,8715630644.0,-13347647935.0,7963539390.0,0.0,9.69,-14.84,8.86,704.0,79814535566.0,8686526132.0,-879962873.0,6698030028.0,0.0,10.88,-1.1,8.39,60259054922.0,5431567290.0,1112289894.0,2578647519.0,0.0,9.01,1.85,4.28,1200.0,392923291184.0,39777174272.0,-5308690199.0,32762760027.0,1471.0,6190.0,5772.0,4.63,10.21,11.37,25.49
1047,1047,33320,KOSDAQ,제이씨현시스템,기계장비 및 관련 물품 도매업,"메인보드, 그래픽카드",1997-11-10,12월,차중석,http://www.jchyun.com,서울특별시,2022-05-16,63038290460.0,886792332.0,-16556044670.0,877285666.0,915580376.0,1.41,-26.26,1.39,69320455637.0,5417734112.0,12262513688.0,5089276411.0,5351706457.0,7.82,17.69,7.34,180.0,67428760094.0,6057652993.0,7646770525.0,4478086645.0,4697709097.0,8.98,11.34,6.64,68804511273.0,4730587196.0,9452163966.0,4504246459.0,9778722836.0,6.88,13.74,6.55,936.0,265435921149.0,18440481332.0,21715908546.0,15129360801.0,791.0,6198.0,5979.0,1.89,9.32,2.9,13.24
1048,1048,26040,KOSDAQ,제이에스티나,귀금속 및 장신용품 제조업,"주얼리,가죽제품,손목시계",1999-12-21,12월,"대표이사 김유미, 장호선 각자대표",http://www.jestina.co.kr,서울특별시,2022-05-16,19278994261.0,858898724.0,-135039507.0,837216587.0,0.0,4.46,-0.7,4.34,19023298234.0,1048376796.0,2281966757.0,-10707281065.0,0.0,5.51,12.0,-56.29,200.0,15676489351.0,-402307386.0,-790556512.0,-357748623.0,0.0,-2.57,-5.04,-2.28,15637410781.0,-4285608811.0,-2309420508.0,-4856118008.0,0.0,-27.41,-14.77,-31.05,-84.0,67332598457.0,1355507077.0,4416859281.0,17615824499.0,1067.0,2271.0,2954.0,6.37,27.12,8.8,36.12
1049,1049,126880,KOSDAQ,제이엔케이히터,일반 목적용 기계 제조업,"산업용가열로, 수소충전소",2011-01-31,12월,김방희,http://www.jnkheaters.co.kr,서울특별시,2022-05-16,29000328977.0,-114574200.0,3488455933.0,1419157845.0,0.0,-0.4,12.03,4.89,33729286462.0,-177701498.0,1931626357.0,603487873.0,0.0,-0.53,5.73,1.79,244.0,40183235983.0,-897902429.0,15473272731.0,-673224098.0,0.0,-2.23,38.51,-1.68,41902079621.0,-1847093766.0,4368809787.0,-2804914906.0,0.0,-4.41,10.43,-6.69,-116.0,131258487411.0,1341172623.0,27356259734.0,3246815438.0,139.0,4716.0,4628.0,2.4,1.59,5.17,3.02
1050,1050,322510,KOSDAQ,제이엘케이,소프트웨어 개발 및 공급업,"인공지능 기반 의료영상 진단 플랫폼, 인공지능 기반 산업용 X-ray 판독시스템",2019-12-11,12월,김동민,http://jlkgroup.com,충청북도,2022-05-16,77989927.0,-3334964571.0,-1927887569.0,-3320696615.0,0.0,-4276.15,-2471.97,-4257.85,3206350890.0,-177386625.0,-2041182837.0,-200973316.0,-7673644240.0,-5.53,-63.66,-6.27,-872.0,168291176.0,-2632750599.0,-1940117308.0,-2675390402.0,0.0,-1564.4,-1152.83,-1589.74,4045610165.0,379517448.0,-1658932940.0,52477305.0,-7673644240.0,9.38,-41.01,1.3,-704.0,3786050431.0,-7424304196.0,-6096001210.0,-7574087089.0,-499.0,1382.0,1598.0,-36.37,-18.73,-63.08,-31.22
1051,1051,33050,KOSDAQ,제이엠아이,기록매체 복제업,CD복제품,1997-08-18,12월,정광훈,http://www.jmikorea.co.kr,경기도,2022-05-13,12274192674.0,512764656.0,-698800466.0,493865481.0,0.0,4.18,-5.69,4.02,13905866820.0,-1657676479.0,864855141.0,-44020855.0,0.0,-11.92,6.22,-0.32,60.0,12103543811.0,272387026.0,-640092897.0,1034666211.0,0.0,2.25,-5.29,8.55,14121390947.0,-746710622.0,-2733392291.0,-4681910587.0,0.0,-5.29,-19.36,-33.15,124.0,48406359069.0,1482316586.0,1640162094.0,1895808995.0,58.0,1172.0,1167.0,2.41,2.31,5.12,4.99
1052,1052,58420,KOSDAQ,제이웨이,"영화, 비디오물, 방송프로그램 제작 및 배급업","VOD서비스, 대리운전프로그램",2002-01-10,12월,홍병한,jway.kr,광주광역시,2022-05-16,477690411.0,-839736491.0,-761164189.0,-900181144.0,-900181144.0,-175.79,-159.34,-188.44,-5145496583.0,166254558.0,-136554461.0,-4879489495.0,-6617609355.0,-3.23,2.65,94.83,-908.0,1165717291.0,-290082903.0,-1371290652.0,-1038726623.0,-374659917.0,-24.88,-117.63,-89.11,-1153545228.0,-1499121732.0,-1472961329.0,-9307144209.0,-6617609355.0,129.96,127.69,806.83,-1052.0,4975972330.0,-3811863516.0,-2187009625.0,-8463182101.0,-2142.0,-2172.0,-847.0,58.93,-280.45,41.8,252.73
1053,1053,89790,KOSDAQ,제이티,특수 목적용 기계 제조업,반도체장비(Burn-in Sorter 등),2006-10-27,12월,유홍준,http://www.jtcorp.co.kr,충청남도,2022-05-13,20993512718.0,3728707862.0,-1467055512.0,4243298423.0,4243298423.0,17.76,-6.99,20.21,20395159583.0,3022907063.0,4583183454.0,5196590472.0,5196590472.0,14.82,22.47,25.48,1644.0,11698259941.0,1073444988.0,5335563753.0,1672188504.0,1672188504.0,9.18,45.61,14.29,13403072103.0,2136976424.0,5912872260.0,1850509100.0,10558556723.0,15.94,44.12,13.81,648.0,65644973675.0,11195868055.0,17982600124.0,13912330187.0,1348.0,5345.0,4464.0,20.08,18.18,30.75,30.21
1054,1054,52670,KOSDAQ,제일바이오,의약품 제조업,동물사료첨가제,2002-01-24,12월,심광경,http://www.cheilbio.com,경기도,2022-05-16,4101094175.0,-156157338.0,1023240822.0,-539253339.0,0.0,-3.81,24.95,-13.15,4217681654.0,-1057081870.0,-2400708647.0,-2349611490.0,0.0,-25.06,-56.92,-55.71,-72.0,5273571602.0,-91134291.0,-7839140287.0,173120072.0,0.0,-1.73,-148.65,3.28,4429950289.0,-231606098.0,-666693987.0,208514763.0,0.0,-5.23,-15.05,4.71,20.0,16912382897.0,-1726437303.0,-103518479.0,-712390125.0,-24.0,1177.0,1281.0,-5.81,-1.82,-6.12,-1.91
1055,1055,199820,KOSDAQ,제일전기공업,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","PCB Assay, 배선기구, 분전반 등",2020-11-26,12월,강동욱,http://www.cheilelec.com,부산광역시,2022-05-16,28872638535.0,2309737144.0,5183251977.0,2453520050.0,0.0,8.0,17.95,8.5,44288792560.0,3087608665.0,2950958218.0,2689913014.0,0.0,6.97,6.66,6.07,1020.0,35773501119.0,3377126656.0,3609157613.0,3700783461.0,0.0,9.44,10.09,10.35,36489751108.0,3069054146.0,5735320387.0,1051049940.0,0.0,8.41,15.72,2.88,1540.0,147231157465.0,12856105982.0,14820971760.0,12908575063.0,1344.0,12277.0,12088.0,6.25,8.54,8.31,11.12
1056,1056,23440,KOSDAQ,제일제강,1차 철강 제조업,"연강선재, 경강선재, CHQ외",1994-10-07,12월,한상민,http://www.jeilsteel.co.kr,경기도,2022-05-16,29990847806.0,-1436155220.0,-2467836015.0,-3645874443.0,0.0,-4.79,-8.23,-12.16,25547602786.0,135517584.0,4624108624.0,-2989365668.0,0.0,0.53,18.1,-11.7,-400.0,15981764476.0,1011292899.0,4051396757.0,554341054.0,0.0,6.33,25.35,3.47,10403381756.0,-2036407801.0,-1807252188.0,-2389194109.0,0.0,-19.57,-17.37,-22.97,60.0,84471062506.0,5261547592.0,-11296818697.0,-1300408886.0,-35.0,2136.0,2222.0,-11.63,-0.93,-18.72,-1.61
1057,1057,38010,KOSDAQ,제일테크노스,"구조용 금속제품, 탱크 및 증기발생기 제조업",DECK PLATE,2000-01-11,12월,"나주영,최재우",http://www.jeil21c.co.kr,경상북도,2022-05-16,45801436889.0,3038294462.0,728576321.0,2082919493.0,0.0,6.63,1.59,4.55,60685931520.0,367084749.0,3718973572.0,53026325.0,0.0,0.6,6.13,0.09,924.0,27673943517.0,375083387.0,-4215249760.0,615685229.0,0.0,1.36,-15.23,2.22,46121783444.0,-1910128819.0,4353302431.0,-3545694424.0,0.0,-4.14,9.44,-7.69,272.0,179327760007.0,714557697.0,-15297741065.0,747310921.0,83.0,8219.0,8071.0,4.77,0.46,11.24,1.03
1058,1058,276730,KOSDAQ,제주맥주,알코올음료 제조업,맥주,2021-05-26,12월,문혁기,http://www.jejubeer.co.kr,제주특별자치도,2022-05-16,6334229208.0,-1476065060.0,-2707581493.0,-1471799872.0,0.0,-23.3,-42.75,-23.24,7794431165.0,-105481387.0,2288761618.0,-230124939.0,0.0,-1.35,29.36,-2.95,-100.0,4906633656.0,-999480386.0,-2273754172.0,-1390554286.0,0.0,-20.37,-46.34,-28.34,5195501624.0,-2136405739.0,-1617214939.0,-2206284663.0,0.0,-41.12,-31.13,-42.47,-96.0,28838913173.0,-7248891499.0,-6211878045.0,-8220421978.0,-144.0,1045.0,1022.0,-5.99,-8.86,-9.57,-14.17
1059,1059,80220,KOSDAQ,제주반도체,반도체 제조업,"모바일용 LP DDR SDRAM, CRAM, SRAM",2005-02-01,12월,"박성식, 조형섭(각자 대표)",http://www.jeju-semi.com,제주특별자치도,2022-05-16,50869218077.0,12764569533.0,-1639350231.0,14194759109.0,0.0,25.09,-3.22,27.9,4921535903.0,800503990.0,-6874195518.0,301265204.0,0.0,16.27,-139.68,6.12,1648.0,33597581201.0,452857550.0,-9241152553.0,-3590387414.0,0.0,1.35,-27.51,-10.69,-6136698675.0,-640671671.0,-8855241929.0,5359149918.0,0.0,10.44,144.3,-87.33,-416.0,193314675877.0,20058390951.0,7283157207.0,12571639477.0,365.0,3296.0,3400.0,45.86,7.49,49.99,10.74
1060,1060,216080,KOSDAQ,제테마,의료용품 및 기타 의약 관련제품 제조업,"히알루론산 필러(조직수복용생체재료), 피부과용 레이저 의료기기, 리프팅실 등",2019-11-14,12월,김재영,http://www.jetema.com,강원도,2022-05-13,9613524306.0,502112440.0,255630830.0,3583907102.0,0.0,5.22,2.66,37.28,10182508214.0,1717314470.0,4746842377.0,11750137541.0,0.0,16.87,46.62,115.4,804.0,7533266642.0,960435926.0,1086574478.0,1360087666.0,0.0,12.75,14.42,18.05,8887260704.0,1381776585.0,1199147530.0,169300938.0,0.0,15.55,13.49,1.9,304.0,33222759331.0,2278946076.0,6158254449.0,10884104996.0,613.0,3960.0,3074.0,9.8,7.36,20.3,19.95
1061,1061,229000,KOSDAQ,젠큐릭스,의료용품 및 기타 의약 관련제품 제조업,유방암 예후진단 및 폐암/대장암 동반진단 제품/검사서비스,2020-06-25,12월,조상래,http://www.gencurix.com,서울특별시,2022-05-16,866633993.0,-2171543613.0,-2318558329.0,-6494196844.0,0.0,-250.57,-267.54,-749.36,1609423748.0,-5727521828.0,-2168462748.0,-9801454178.0,0.0,-355.87,-134.74,-609.0,-3728.0,449821169.0,-1929669771.0,-1610978036.0,-23689468727.0,0.0,-428.99,-358.14,-5266.42,695830296.0,-4540303227.0,-1739689037.0,35619355642.0,0.0,-652.5,-250.02,5118.97,-13604.0,3046945886.0,-12745159086.0,-8366162665.0,-34670022631.0,-4978.0,2113.0,4457.0,-70.46,-62.71,-176.43,-111.69
1062,1062,82270,KOSDAQ,젬백스,특수 목적용 기계 제조업,"ChemicalAirFilter,GasScrubber",2005-06-24,12월,"김상재, 송형곤",http://www.kael.co.kr,대전광역시,2022-05-16,18201432281.0,296934472.0,-5468870399.0,-904217965.0,0.0,1.63,-30.05,-4.97,17948665146.0,-2703567383.0,1742142320.0,-2031059039.0,0.0,-15.06,9.71,-11.32,-88.0,12343956066.0,-612411296.0,-4914592392.0,682147937.0,0.0,-4.96,-39.81,5.53,16481513615.0,-1524394458.0,3041960618.0,-2137566286.0,0.0,-9.25,18.46,-12.97,68.0,60370607820.0,-3628359407.0,-3466823112.0,12057889957.0,302.0,3897.0,3867.0,-1.99,7.0,-2.26,7.83
1063,1063,64800,KOSDAQ,젬백스링크,"섬유, 의복, 신발 및 가죽제품 소매업",의류제품,2002-08-22,12월,"김상재, 서영운",http://www.gemvaxlink.com,서울특별시,2022-05-13,23656787327.0,13748763.0,-12703582498.0,625691951.0,0.0,0.06,-53.7,2.64,29386709436.0,-1377049432.0,8249040701.0,20721104382.0,-13828478938.0,-4.69,28.07,70.51,28.0,24342156960.0,1081383809.0,-4644441735.0,2972212610.0,0.0,4.44,-19.08,12.21,22852065137.0,469151505.0,-3903788388.0,3157081897.0,-6546678279.0,2.05,-17.08,13.82,140.0,109579283171.0,1732019303.0,12193851297.0,34549583320.0,415.0,2514.0,2276.0,0.93,14.51,1.11,18.25
1064,1064,41590,KOSDAQ,젬백스지오,실내건축 및 건축마무리 공사업,"실내건축, 에너지저장시스템",2002-11-01,12월,"이병재, 윤수아 (각자대표)",http://www.gemvaxzio.com,서울특별시,2022-05-16,12486852577.0,-19371919.0,296445449.0,3236459244.0,3196113083.0,-0.16,2.37,25.92,7000654652.0,-1340684710.0,3474406825.0,-25177780413.0,-25177780413.0,-19.15,49.63,-359.65,104.0,2465745509.0,-1879621532.0,-1817571246.0,-3260165036.0,-3299547058.0,-76.23,-73.71,-132.22,19405073599.0,1814476426.0,4013722983.0,2931424955.0,-16466472680.0,9.35,20.68,15.11,-104.0,24070561688.0,-4245519518.0,-523193893.0,-19903249257.0,-163.0,752.0,549.0,7.98,-19.13,13.82,-29.81
1065,1065,44060,KOSDAQ,조광ILI,일반 목적용 기계 제조업,"안전밸브,스팀트랩",2001-01-18,12월,김우동,http://www.jokwang.co.kr,경상남도,2022-05-13,5294129915.0,44232007.0,1274951431.0,-1970732889.0,-1968529409.0,0.84,24.08,-37.22,9538476888.0,3125499804.0,488713108.0,1206789194.0,1211421067.0,32.77,5.12,12.65,-524.0,8562823504.0,1320413022.0,-1132376625.0,3082058390.0,3086313454.0,15.42,-13.22,35.99,8604936544.0,1404527334.0,951700913.0,-7420568273.0,-1749033290.0,16.32,11.06,-86.24,816.0,31462800118.0,5080891849.0,1811951468.0,1957756594.0,130.0,6124.0,5649.0,-6.11,1.52,-8.56,2.3
1066,1066,34940,KOSDAQ,조아제약,의약품 제조업,"의약품,의약부외품,보건보조식품,위생용품의제조판매",1999-08-13,12월,"조성환, 조성배(각자대표)",http://www.choa.co.kr,서울특별시,2022-05-16,15648521113.0,-1143951305.0,-2277137824.0,-1170360447.0,0.0,-7.31,-14.55,-7.48,15028867461.0,-2022662478.0,-2164972944.0,-3503649935.0,0.0,-13.46,-14.41,-23.31,-148.0,13710049687.0,-1434267673.0,-1136491259.0,-1172346531.0,0.0,-10.46,-8.29,-8.55,14798947528.0,-2057816477.0,-700462611.0,-1205201730.0,0.0,-13.91,-4.73,-8.14,-148.0,57560933140.0,-7002665054.0,-1480350418.0,-8043641523.0,-259.0,1391.0,1561.0,-6.16,-9.99,-10.63,-16.62
1067,1067,67000,KOSDAQ,조이시티,소프트웨어 개발 및 공급업,온라인게임(프리스타일농구),2008-05-30,12월,조성원,http://www.joycity.com,경기도,2022-05-16,41090376085.0,3115917139.0,-4858588237.0,2653808690.0,0.0,7.58,-11.82,6.46,47013363295.0,4263719027.0,3005710000.0,-7333059151.0,0.0,9.07,6.39,-15.6,152.0,53010544974.0,7107737203.0,11116297940.0,8232234811.0,0.0,13.41,20.97,15.53,47590541767.0,5418405990.0,856521052.0,-3556685773.0,0.0,11.39,1.8,-7.47,480.0,201302148181.0,21801229180.0,30837797553.0,7036768317.0,102.0,1412.0,1421.0,4.36,2.96,10.76,7.24
1068,1068,33340,KOSDAQ,좋은사람들,봉제의복 제조업,패션내의,1997-11-03,12월,-,http://www.goodpeople.co.kr,서울특별시,2022-05-16,17679005996.0,-6143733938.0,-301043973.0,-11146003322.0,0.0,-34.75,-1.7,-63.05,28889692723.0,2271092821.0,1121071042.0,-24233701912.0,0.0,7.86,3.88,-83.88,-892.0,23918196256.0,-7515340447.0,-4866610239.0,-7324907073.0,0.0,-31.42,-20.35,-30.62,26277079976.0,-10156252089.0,5891341492.0,-11711254151.0,0.0,-38.65,22.42,-44.57,-588.0,90096812952.0,-12490479416.0,-2188234460.0,-39785091917.0,-798.0,267.0,960.0,-91.92,-48.49,-333.63,-83.11
1069,1069,36930,KOSDAQ,주성엔지니어링,특수 목적용 기계 제조업,LP CVD,1999-12-24,12월,황철주,http://www.jseng.com,경기도,2022-05-16,106988849751.0,30595275868.0,47320652178.0,24629726153.0,0.0,28.6,44.23,23.02,141317826662.0,50726360946.0,46163041647.0,92210829214.0,0.0,35.9,32.67,65.25,2040.0,75324934518.0,16055704493.0,444847471.0,15944365154.0,0.0,21.32,0.59,21.17,30809148296.0,-8419489429.0,4982001306.0,9680520820.0,0.0,-27.33,16.17,31.42,1320.0,377294631076.0,102611062636.0,110703979209.0,145503481733.0,3015.0,9861.0,7660.0,11.31,20.44,20.69,39.36
1070,1070,239340,KOSDAQ,줌인터넷,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","줌닷컴, 뉴썸 등",2016-06-09,12월,이성현,http://www.zuminternet.com,서울특별시,2022-05-16,7382827088.0,1310561880.0,36719765.0,1004562023.0,1350028927.0,17.75,0.5,13.61,8574904544.0,5211376821.0,918696752.0,161285169.0,7039412049.0,60.77,10.71,1.88,148.0,6823641775.0,1135745737.0,2647788223.0,1213141838.0,1605650128.0,16.64,38.8,17.78,6347787349.0,923987317.0,1068855212.0,-28801707.0,7039412049.0,14.56,16.84,-0.45,176.0,28780386706.0,6738768476.0,4686543131.0,3885760284.0,144.0,1410.0,1308.0,7.27,7.29,10.49,11.01
1071,1071,51980,KOSDAQ,중앙디앤엠,플라스틱제품 제조업,PVC샤시,2001-07-31,12월,김영신,http://joongang.co.kr,경기도,2022-05-16,5360192392.0,-1363528778.0,-6613962315.0,-473007922.0,0.0,-25.44,-123.39,-8.82,-2365123123.0,-1990554519.0,1418709564.0,-13541564959.0,0.0,84.16,-59.98,572.55,-16.0,2654235522.0,-1509866981.0,-1746614049.0,-1803304264.0,0.0,-56.89,-65.8,-67.94,1488195225.0,-2785852517.0,-1395155235.0,-6368718452.0,0.0,-187.2,-93.75,-427.95,-68.0,13031342088.0,-4639200884.0,-3809048584.0,-17214531992.0,-165.0,414.0,353.0,-3.07,-33.28,-3.86,-46.84
